edge_id,edge_type,from_node,to_node,from_type,to_type,properties
SUP_REL_0027,IS_SUPPLIER,SUP_018,ORG_020,Company,Company,供应商关系-兴业钢铁贸易为中能华南建设公司提供产品/服务
SUP_REL_0028,IS_SUPPLIER,SUP_021,CUS_029,Company,Company,供应商关系-锦绣建筑材料为花样年控股提供产品/服务
SUP_REL_0029,IS_SUPPLIER,SUP_022,CUS_030,Company,Company,供应商关系-腾飞机械设备为当代置业提供产品/服务
SUP_REL_0030,IS_SUPPLIER,SUP_022,ORG_002,Company,Company,供应商关系-腾飞机械设备为中建华东分公司提供产品/服务
SUP_REL_0031,IS_SUPPLIER,SUP_023,CUS_024,Company,Company,供应商关系-盛世建材集团为泰禾集团提供产品/服务
SUP_REL_0032,IS_SUPPLIER,SUP_024,CUS_003,Company,Company,供应商关系-华美电气设备为碧桂园地产提供产品/服务
SUP_REL_0033,IS_SUPPLIER,SUP_025,CUS_003,Company,Company,供应商关系-金鼎建筑器材为碧桂园地产提供产品/服务
SUP_REL_0034,IS_SUPPLIER,SUP_025,ORG_013,Company,Company,供应商关系-金鼎建筑器材为中铁华东工程公司提供产品/服务
SUP_REL_0035,IS_SUPPLIER,SUP_026,ORG_012,Company,Company,供应商关系-瑞祥机电设备为中国铁路工程集团提供产品/服务
SUP_REL_0036,IS_SUPPLIER,SUP_027,CUS_006,Company,Company,供应商关系-天宇建材供应为保利发展控股提供产品/服务
SUP_REL_0037,IS_SUPPLIER,SUP_027,ORG_006,Company,Company,供应商关系-天宇建材供应为国网华北电力公司提供产品/服务
SUP_REL_0038,IS_SUPPLIER,SUP_028,CUS_012,Company,Company,供应商关系-博瑞工程设备为招商蛇口提供产品/服务
SUP_REL_0039,IS_SUPPLIER,SUP_028,ORG_001,Company,Company,供应商关系-博瑞工程设备为中央建设集团有限公司提供产品/服务
SUP_REL_0040,IS_SUPPLIER,SUP_029,CUS_011,Company,Company,供应商关系-鑫达建筑材料为金地集团提供产品/服务
SUP_REL_0041,IS_SUPPLIER,SUP_029,CUS_026,Company,Company,供应商关系-鑫达建筑材料为雅居乐地产提供产品/服务
SUP_REL_0042,IS_SUPPLIER,SUP_029,ORG_017,Company,Company,供应商关系-鑫达建筑材料为中交华南建设公司提供产品/服务
SUP_REL_0043,IS_SUPPLIER,SUP_030,CUS_015,Company,Company,供应商关系-恒信机械设备为阳光城集团提供产品/服务
