edge_id,edge_type,from_node,to_node,from_type,to_type,properties
CT_000040,RECEIVES,TXN_IN_0020,ORG_002,Transaction,Company,收款-中建华东分公司收到腾飞机械设备付款
CT_000041,PAYS,ORG_017,TXN_IN_0021,Company,Transaction,付款-远大建筑材料向金科地产支付
CT_000042,RECEIVES,TXN_IN_0021,SUP_022,Transaction,Company,收款-金科地产收到远大建筑材料付款
CT_000043,PAYS,ORG_017,TXN_IN_0022,Company,Transaction,付款-远大建筑材料向金科地产支付
CT_000044,RECEIVES,TXN_IN_0022,SUP_022,Transaction,Company,收款-金科地产收到远大建筑材料付款
CT_000045,PAYS,SUP_025,TXN_IN_0023,Company,Transaction,付款-金鼎建筑器材向中铁华东工程公司支付
CT_000046,RECEIVES,TXN_IN_0023,ORG_013,Transaction,Company,收款-中铁华东工程公司收到金鼎建筑器材付款
CT_000047,PAYS,SUP_025,TXN_IN_0024,Company,Transaction,付款-金鼎建筑器材向中铁华东工程公司支付
CT_000048,RECEIVES,TXN_IN_0024,ORG_013,Transaction,Company,收款-中铁华东工程公司收到金鼎建筑器材付款
CT_000049,PAYS,ORG_012,TXN_IN_0025,Company,Transaction,付款-恒泰机电设备向中南置地支付
CT_000050,RECEIVES,TXN_IN_0025,ORG_017,Transaction,Company,收款-中南置地收到恒泰机电设备付款
CT_000051,PAYS,ORG_012,TXN_IN_0026,Company,Transaction,付款-恒泰机电设备向中南置地支付
CT_000052,RECEIVES,TXN_IN_0026,ORG_017,Transaction,Company,收款-中南置地收到恒泰机电设备付款
CT_000053,PAYS,SUP_028,TXN_IN_0027,Company,Transaction,付款-博瑞工程设备向招商蛇口支付
CT_000054,RECEIVES,TXN_IN_0027,ORG_012,Transaction,Company,收款-招商蛇口收到博瑞工程设备付款
CT_000055,PAYS,SUP_028,TXN_IN_0028,Company,Transaction,付款-博瑞工程设备向招商蛇口支付
CT_000056,RECEIVES,TXN_IN_0028,ORG_012,Transaction,Company,收款-招商蛇口收到博瑞工程设备付款
CT_000057,PAYS,SUP_025,TXN_IN_0029,Company,Transaction,付款-金鼎建筑器材向碧桂园地产支付
CT_000058,RECEIVES,TXN_IN_0029,ORG_003,Transaction,Company,收款-碧桂园地产收到金鼎建筑器材付款
CT_000059,PAYS,SUP_025,TXN_IN_0030,Company,Transaction,付款-金鼎建筑器材向碧桂园地产支付
CT_000060,RECEIVES,TXN_IN_0030,ORG_003,Transaction,Company,收款-碧桂园地产收到金鼎建筑器材付款
CT_000061,PAYS,ORG_002,TXN_OUT_0001,Company,Transaction,付款-中建华东分公司向华信建材有限公司支付
CT_000062,RECEIVES,TXN_OUT_0001,ORG_001,Transaction,Company,收款-华信建材有限公司收到中建华东分公司付款
CT_000063,PAYS,ORG_002,TXN_OUT_0002,Company,Transaction,付款-中建华东分公司向华信建材有限公司支付
CT_000064,RECEIVES,TXN_OUT_0002,ORG_001,Transaction,Company,收款-华信建材有限公司收到中建华东分公司付款
CT_000065,PAYS,ORG_002,TXN_OUT_0003,Company,Transaction,付款-中建华东分公司向东方钢铁集团支付
CT_000066,RECEIVES,TXN_OUT_0003,ORG_002,Transaction,Company,收款-东方钢铁集团收到中建华东分公司付款
CT_000067,PAYS,ORG_002,TXN_OUT_0004,Company,Transaction,付款-中建华东分公司向东方钢铁集团支付
CT_000068,RECEIVES,TXN_OUT_0004,ORG_002,Transaction,Company,收款-东方钢铁集团收到中建华东分公司付款
CT_000069,PAYS,ORG_002,TXN_OUT_0005,Company,Transaction,付款-中建华东分公司向盛达水泥制造支付
CT_000070,RECEIVES,TXN_OUT_0005,ORG_003,Transaction,Company,收款-盛达水泥制造收到中建华东分公司付款
CT_000071,PAYS,ORG_002,TXN_OUT_0006,Company,Transaction,付款-中建华东分公司向盛达水泥制造支付
CT_000072,RECEIVES,TXN_OUT_0006,ORG_003,Transaction,Company,收款-盛达水泥制造收到中建华东分公司付款
CT_000073,PAYS,ORG_002,TXN_OUT_0007,Company,Transaction,付款-中建华东分公司向鑫源建筑材料支付
CT_000074,RECEIVES,TXN_OUT_0007,ORG_004,Transaction,Company,收款-鑫源建筑材料收到中建华东分公司付款
CT_000075,PAYS,ORG_002,TXN_OUT_0008,Company,Transaction,付款-中建华东分公司向鑫源建筑材料支付
CT_000076,RECEIVES,TXN_OUT_0008,ORG_004,Transaction,Company,收款-鑫源建筑材料收到中建华东分公司付款
CT_000077,PAYS,ORG_002,TXN_OUT_0009,Company,Transaction,付款-中建华东分公司向宏图机械设备支付
CT_000078,RECEIVES,TXN_OUT_0009,ORG_005,Transaction,Company,收款-宏图机械设备收到中建华东分公司付款
CT_000079,PAYS,ORG_002,TXN_OUT_0010,Company,Transaction,付款-中建华东分公司向宏图机械设备支付
CT_000080,RECEIVES,TXN_OUT_0010,ORG_005,Transaction,Company,收款-宏图机械设备收到中建华东分公司付款
CT_000081,PAYS,ORG_005,TXN_OUT_0011,Company,Transaction,付款-国家电网集团公司向中天建筑材料支付
CT_000082,RECEIVES,TXN_OUT_0011,ORG_011,Transaction,Company,收款-中天建筑材料收到国家电网集团公司付款
CT_000083,PAYS,ORG_005,TXN_OUT_0012,Company,Transaction,付款-国家电网集团公司向中天建筑材料支付
CT_000084,RECEIVES,TXN_OUT_0012,ORG_011,Transaction,Company,收款-中天建筑材料收到国家电网集团公司付款
CT_000085,PAYS,ORG_011,TXN_OUT_0013,Company,Transaction,付款-中天建筑材料向华润置地发展支付
CT_000086,RECEIVES,TXN_OUT_0013,ORG_001,Transaction,Company,收款-华润置地发展收到中天建筑材料付款
CT_000087,PAYS,ORG_011,TXN_OUT_0014,Company,Transaction,付款-中天建筑材料向华润置地发展支付
CT_000088,RECEIVES,TXN_OUT_0014,ORG_001,Transaction,Company,收款-华润置地发展收到中天建筑材料付款
CT_000089,PAYS,ORG_001,TXN_OUT_0015,Company,Transaction,付款-华润置地发展向国家电网集团公司支付
CT_000090,RECEIVES,TXN_OUT_0015,ORG_005,Transaction,Company,收款-国家电网集团公司收到华润置地发展付款
CT_000091,PAYS,ORG_001,TXN_OUT_0016,Company,Transaction,付款-华润置地发展向国家电网集团公司支付
CT_000092,RECEIVES,TXN_OUT_0016,ORG_005,Transaction,Company,收款-国家电网集团公司收到华润置地发展付款
CT_000093,PAYS,ORG_016,TXN_OUT_0017,Company,Transaction,付款-旭辉控股向金石建材供应支付
CT_000094,RECEIVES,TXN_OUT_0017,ORG_009,Transaction,Company,收款-金石建材供应收到旭辉控股付款
CT_000095,PAYS,ORG_016,TXN_OUT_0018,Company,Transaction,付款-旭辉控股向金石建材供应支付
CT_000096,RECEIVES,TXN_OUT_0018,ORG_009,Transaction,Company,收款-金石建材供应收到旭辉控股付款
CT_000097,PAYS,ORG_002,TXN_OUT_0019,Company,Transaction,付款-中建华东分公司向腾飞机械设备支付
CT_000098,RECEIVES,TXN_OUT_0019,SUP_022,Transaction,Company,收款-腾飞机械设备收到中建华东分公司付款
CT_000099,PAYS,ORG_002,TXN_OUT_0020,Company,Transaction,付款-中建华东分公司向腾飞机械设备支付
CT_000100,RECEIVES,TXN_OUT_0020,SUP_022,Transaction,Company,收款-腾飞机械设备收到中建华东分公司付款
CT_000101,PAYS,SUP_022,TXN_OUT_0021,Company,Transaction,付款-金科地产向远大建筑材料支付
CT_000102,RECEIVES,TXN_OUT_0021,ORG_017,Transaction,Company,收款-远大建筑材料收到金科地产付款
CT_000103,PAYS,SUP_022,TXN_OUT_0022,Company,Transaction,付款-金科地产向远大建筑材料支付
CT_000104,RECEIVES,TXN_OUT_0022,ORG_017,Transaction,Company,收款-远大建筑材料收到金科地产付款
CT_000105,PAYS,ORG_013,TXN_OUT_0023,Company,Transaction,付款-中铁华东工程公司向金鼎建筑器材支付
CT_000106,RECEIVES,TXN_OUT_0023,SUP_025,Transaction,Company,收款-金鼎建筑器材收到中铁华东工程公司付款
CT_000107,PAYS,ORG_013,TXN_OUT_0024,Company,Transaction,付款-中铁华东工程公司向金鼎建筑器材支付
CT_000108,RECEIVES,TXN_OUT_0024,SUP_025,Transaction,Company,收款-金鼎建筑器材收到中铁华东工程公司付款
CT_000109,PAYS,ORG_017,TXN_OUT_0025,Company,Transaction,付款-中南置地向恒泰机电设备支付
CT_000110,RECEIVES,TXN_OUT_0025,ORG_012,Transaction,Company,收款-恒泰机电设备收到中南置地付款
CT_000111,PAYS,ORG_017,TXN_OUT_0026,Company,Transaction,付款-中南置地向恒泰机电设备支付
CT_000112,RECEIVES,TXN_OUT_0026,ORG_012,Transaction,Company,收款-恒泰机电设备收到中南置地付款
CT_000113,PAYS,ORG_012,TXN_OUT_0027,Company,Transaction,付款-招商蛇口向博瑞工程设备支付
CT_000114,RECEIVES,TXN_OUT_0027,SUP_028,Transaction,Company,收款-博瑞工程设备收到招商蛇口付款
CT_000115,PAYS,ORG_012,TXN_OUT_0028,Company,Transaction,付款-招商蛇口向博瑞工程设备支付
CT_000116,RECEIVES,TXN_OUT_0028,SUP_028,Transaction,Company,收款-博瑞工程设备收到招商蛇口付款
CT_000117,PAYS,ORG_003,TXN_OUT_0029,Company,Transaction,付款-碧桂园地产向金鼎建筑器材支付
CT_000118,RECEIVES,TXN_OUT_0029,SUP_025,Transaction,Company,收款-金鼎建筑器材收到碧桂园地产付款
CT_000119,PAYS,ORG_003,TXN_OUT_0030,Company,Transaction,付款-碧桂园地产向金鼎建筑器材支付
CT_000120,RECEIVES,TXN_OUT_0030,SUP_025,Transaction,Company,收款-金鼎建筑器材收到碧桂园地产付款
